time,open,high,low,close,volume
2020-12-07 20:00:00,124.75,124.75,124.75,124.75,152
2020-12-07 19:30:00,124.61,125.08,124.61,125.08,1107
2020-12-07 19:15:00,124.7,124.7,124.65,124.66,1533
2020-12-07 19:00:00,124.71,125.0,124.7,125.0,1561
2020-12-07 18:00:00,124.7,124.7,124.7,124.7,255
2020-12-07 17:45:00,124.66,124.66,124.65,124.65,1000
2020-12-07 17:30:00,124.65,124.65,124.65,124.65,201
2020-12-07 17:15:00,124.99,124.99,124.99,124.99,19433
2020-12-07 17:00:00,124.7,124.7,124.57,124.57,4455
2020-12-07 16:45:00,124.72,124.95,124.7,124.7,1983
2020-12-07 16:30:00,124.72,124.72,124.72,124.72,444
2020-12-07 16:15:00,124.7,125.0,124.65,124.7125,629569
2020-12-07 16:00:00,124.68,125.03,124.57,124.7,713544
2020-12-07 15:45:00,125.01,125.03,124.64,124.69,268414
2020-12-07 15:30:00,124.95,125.06,124.9,124.995,173974
2020-12-07 15:15:00,125.025,125.025,124.8782,124.945,139538
2020-12-07 15:00:00,125.0611,125.17,124.995,125.025,360921
2020-12-07 14:45:00,125.01,125.106,124.97,125.06,112354
2020-12-07 14:30:00,125.215,125.23,124.95,125.01,191468
2020-12-07 14:15:00,125.38,125.4373,125.2129,125.2129,117620
2020-12-07 14:00:00,125.381,125.5,125.32,125.38,113629
2020-12-07 13:45:00,125.57,125.61,125.34,125.38,109957
2020-12-07 13:30:00,125.4501,125.71,125.41,125.58,113435
2020-12-07 13:15:00,125.59,125.64,125.4678,125.47,94482
2020-12-07 13:00:00,125.785,125.83,125.57,125.61,98899
2020-12-07 12:45:00,125.81,125.84,125.68,125.785,83653
2020-12-07 12:30:00,125.87,126.01,125.76,125.79,103498
2020-12-07 12:15:00,125.985,126.05,125.875,125.88,119689
2020-12-07 12:00:00,126.16,126.25,125.87,125.99,127192
2020-12-07 11:45:00,126.26,126.34,126.0882,126.145,107167
2020-12-07 11:30:00,126.23,126.32,126.08,126.27,105590
2020-12-07 11:15:00,126.24,126.3655,126.09,126.203,105227
2020-12-07 11:00:00,126.5,126.58,126.17,126.245,127699
2020-12-07 10:45:00,126.33,126.765,126.28,126.56,115443
2020-12-07 10:30:00,126.46,126.61,126.28,126.34,115318
2020-12-07 10:15:00,126.39,126.53,126.04,126.45,178905
2020-12-07 10:00:00,126.04,126.39,125.85,126.39,159844
2020-12-07 09:45:00,126.49,126.97,125.43,126.0082,492014
2020-12-07 09:30:00,126.5,126.5,126.5,126.5,388
2020-12-07 09:15:00,126.48,126.73,126.46,126.5,1333
2020-12-07 08:45:00,126.5,126.5,126.14,126.3,730
2020-12-07 08:30:00,126.75,126.75,126.5,126.5,230
2020-12-07 08:15:00,126.673,126.673,126.673,126.673,684
2020-12-07 08:00:00,126.66,126.66,126.66,126.66,200
2020-12-07 07:45:00,126.67,126.68,126.66,126.66,674
2020-12-07 07:30:00,126.98,126.98,126.98,126.98,712
2020-12-07 07:15:00,126.85,127.0,126.85,127.0,1928
2020-12-07 05:45:00,126.81,126.81,126.81,126.81,200
2020-12-04 19:30:00,127.1,127.19,127.1,127.1,1201
2020-12-04 19:15:00,127.19,127.19,127.1,127.1,700
2020-12-04 17:30:00,127.18,127.19,127.05,127.05,700
2020-12-04 17:15:00,127.2,127.2,127.2,127.2,2979
2020-12-04 17:00:00,127.05,127.19,127.05,127.19,400
2020-12-04 16:15:00,127.2,127.2,127.1873,127.1873,192814
2020-12-04 16:00:00,127.18,127.22,127.01,127.17,496120
2020-12-04 15:45:00,127.04,127.19,126.99,127.185,199869
2020-12-04 15:30:00,127.01,127.1502,126.95,127.036,181217
2020-12-04 15:15:00,127.19,127.21,126.98,127.019,96088
2020-12-04 15:00:00,127.24,127.38,127.1578,127.17,151606
2020-12-04 14:45:00,127.06,127.24,126.995,127.24,159553
2020-12-04 14:30:00,126.75,127.1,126.74,127.065,187349
2020-12-04 14:15:00,126.83,126.92,126.61,126.7452,130518
2020-12-04 14:00:00,126.93,127.1,126.77,126.855,182282
2020-12-04 13:45:00,126.63,127.025,126.63,126.92,297450
2020-12-04 13:30:00,126.9183,127.05,126.62,126.63,285847
2020-12-04 13:15:00,126.155,126.95,126.15,126.92,451273
2020-12-04 13:00:00,126.0,126.2251,125.91,126.1698,242114
2020-12-04 12:45:00,125.82,126.09,125.82,125.99,162331
2020-12-04 12:30:00,125.688,125.815,125.5,125.81,110058
2020-12-04 12:15:00,125.6432,125.8,125.59,125.6796,93124
2020-12-04 12:00:00,125.67,125.7,125.38,125.6381,93619
2020-12-04 11:45:00,125.42,125.75,125.38,125.64,153724
2020-12-04 11:30:00,125.4,125.48,125.21,125.4101,127973
2020-12-04 11:15:00,125.25,125.46,125.21,125.4,107445
2020-12-04 11:00:00,125.36,125.42,125.19,125.26,114822
2020-12-04 10:45:00,125.105,125.35,124.98,125.35,149232
2020-12-04 10:30:00,124.64,125.12,124.58,125.115,169218
2020-12-04 10:15:00,124.35,124.74,124.34,124.63,111447
2020-12-04 10:00:00,124.73,124.81,124.35,124.39,151499
